insert,3
search,3022,false
findmax,3
findmin,3
findmin,3
findmax,3
insert,6
search,238,false
insert,11
findmin,3
search,4861,false
findmin,3
insert,11
search,7499,false
insert,17
findmin,3
search,2131,false
insert,18
findmin,3
search,7740,false
insert,20
search,7499,false
insert,22
search,4521,false
insert,23
findmax,23
search,5965,false
insert,25
search,7564,false
insert,29
findmin,3
search,1416,false
findmax,29
insert,42
findmin,3
search,7932,false
insert,43
search,3946,false
insert,44
findmin,3
findmax,44
search,1442,false
insert,49
findmin,3
search,8977,false
insert,58
findmax,58
search,9012,false
insert,62
search,2506,false
insert,67
search,3972,false
insert,67
search,7195,false
insert,67
search,3743,false
findmax,67
findmin,3
insert,68
search,2016,false
insert,70
findmin,3
search,1350,false
insert,72
search,9571,false
findmax,72
insert,84
findmax,84
search,2434,false
insert,86
findmin,3
search,1467,false
insert,86
search,6442,false
findmin,3
insert,92
search,1058,false
insert,94
findmin,3
findmax,94
search,3781,false
insert,96
search,3532,false
insert,99
findmin,3
search,9066,false
insert,104
search,8841,false
insert,105
search,8728,false
insert,107
search,853,false
insert,108
search,2957,false
insert,108
findmin,3
search,8228,false
findmax,108
insert,110
search,5530,false
findmax,110
insert,111
search,439,false
findmin,3
insert,117
search,9789,false
insert,120
findmin,3
findmin,3
search,8461,false
findmax,120
insert,120
search,735,false
findmax,120
findmin,3
insert,128
findmin,3
search,3337,false
findmax,128
insert,130
search,3122,false
insert,132
search,5083,false
insert,133
search,111,true
findmax,133
insert,136
findmin,3
search,1058,false
insert,136
search,7454,false
insert,138
search,5604,false
insert,138
findmax,138
findmin,3
search,627,false
findmin,3
insert,146
findmin,3
search,5119,false
findmax,146
findmax,146
findmin,3
findmin,3
findmax,146
findmin,3
findmax,146
insert,149
search,6366,false
findmax,149
insert,149
search,3742,false
insert,150
search,4514,false
findmax,150
insert,153
search,3365,false
insert,155
search,6184,false
insert,156
search,3506,false
insert,157
search,3281,false
insert,162
findmax,162
search,3706,false
insert,172
search,8005,false
findmax,172
findmax,172
insert,173
findmax,173
search,5907,false
insert,175
findmax,175
search,8814,false
findmax,175
insert,175
findmin,3
search,7564,false
insert,183
findmin,3
search,4350,false
findmax,183
insert,185
search,5172,false
insert,187
search,6719,false
insert,188
findmin,3
search,5491,false
insert,195
findmin,3
search,7486,false
findmin,3
insert,199
findmax,199
findmax,199
search,5075,false
insert,200
search,9984,false
findmin,3
insert,200
findmax,200
findmax,200
search,1524,false
insert,202
search,8264,false
findmin,3
insert,202
search,3327,false
insert,206
findmax,206
search,7203,false
insert,207
search,7357,false
insert,208
search,6415,false
insert,209
findmin,3
search,1456,false
insert,225
search,7602,false
insert,228
search,1936,false
insert,230
findmin,3
findmax,230
findmin,3
search,6232,false
findmin,3
insert,237
search,2759,false
findmax,237
insert,238
findmax,238
search,2175,false
findmin,3
insert,241
search,474,false
insert,245
search,128,true
insert,246
findmin,3
search,1381,false
findmin,3
insert,251
findmin,3
search,4220,false
insert,251
search,1915,false
findmin,3
insert,258
search,7974,false
insert,262
findmin,3
findmax,262
findmax,262
search,8813,false
findmin,3
findmax,262
findmax,262
findmin,3
findmax,262
insert,265
findmin,3
search,4291,false
insert,266
search,5680,false
findmin,3
insert,266
findmax,266
findmax,266
search,9870,false
findmax,266
insert,268
search,2079,false
insert,269
search,9879,false
findmax,269
findmax,269
insert,280
findmin,3
search,1645,false
insert,287
search,399,false
insert,289
search,7311,false
insert,293
findmin,3
search,7861,false
findmax,293
insert,293
search,2166,false
insert,295
search,9132,false
findmax,295
findmax,295
insert,305
search,1659,false
insert,305
findmin,3
search,6770,false
insert,306
search,1169,false
insert,307
search,6745,false
insert,308
findmax,308
search,8105,false
insert,310
search,3458,false
insert,317
findmin,3
findmin,3
findmin,3
search,7319,false
findmin,3
findmin,3
insert,321
search,3752,false
insert,324
search,4700,false
findmax,324
insert,324
search,9548,false
insert,326
search,5824,false
insert,328
search,5491,false
insert,334
search,8990,false
insert,340
search,7434,false
insert,341
search,6367,false
insert,345
search,3281,false
findmax,345
insert,352
search,1548,false
insert,352
findmax,352
search,6859,false
insert,356
search,7231,false
insert,357
search,5218,false
insert,359
findmax,359
findmax,359
search,2798,false
findmin,3
insert,359
findmin,3
search,6004,false
insert,370
search,8945,false
insert,372
findmin,3
search,2247,false
findmax,372
insert,378
findmin,3
search,209,true
insert,378
search,4835,false
findmin,3
findmin,3
findmax,378
insert,399
search,3299,false
insert,406
findmin,3
search,5110,false
insert,409
search,4979,false
findmax,409
insert,414
search,7293,false
insert,417
search,4053,false
findmax,417
insert,421
search,9503,false
insert,423
findmax,423
findmax,423
findmin,3
search,3033,false
insert,424
search,8638,false
findmax,424
insert,429
search,1104,false
insert,430
search,1481,false
insert,436
findmax,436
search,2218,false
findmax,436
insert,439
search,7803,false
insert,440
search,8801,false
insert,440
search,2458,false
insert,441
search,9021,false
insert,448
search,9238,false
insert,452
search,7046,false
insert,458
search,5074,false
insert,471
search,4133,false
findmin,3
insert,472
findmin,3
search,3981,false
insert,473
findmax,473
search,5653,false
insert,474
findmin,3
search,3014,false
insert,474
search,2414,false
insert,477
search,6275,false
insert,477
search,9463,false
insert,478
findmax,478
search,6690,false
findmax,478
insert,480
search,7739,false
insert,483
findmax,483
findmax,483
search,9238,false
insert,485
search,601,false
insert,496
findmax,496
search,4061,false
insert,500
search,4341,false
insert,502
search,4157,false
insert,509
search,9760,false
insert,510
search,3365,false
insert,512
search,3731,false
findmin,3
findmax,512
findmax,512
findmin,3
findmax,512
insert,514
search,3106,false
insert,517
search,4853,false
insert,517
findmin,3
search,9972,false
findmin,3
insert,520
search,9266,false
insert,521
findmin,3
findmax,521
search,3946,false
insert,523
findmax,523
search,2120,false
insert,525
findmin,3
findmax,525
search,4332,false
findmax,525
insert,527
findmax,527
search,2337,false
findmin,3
insert,527
search,2415,false
insert,529
findmin,3
findmin,3
search,8021,false
insert,530
search,3372,false
insert,534
findmax,534
search,6049,false
insert,537
search,5993,false
insert,546
search,8536,false
insert,548
search,1049,false
insert,550
findmin,3
findmin,3
search,879,false
insert,555
search,7393,false
insert,562
search,1499,false
findmax,562
insert,567
search,4315,false
insert,568
search,8945,false
insert,568
search,9325,false
insert,570
search,7932,false
insert,571
search,7046,false
insert,578
search,1514,false
findmin,3
insert,578
search,537,true
insert,579
search,4720,false
findmin,3
insert,582
search,326,true
insert,590
findmin,3
findmax,590
search,2938,false
findmax,590
insert,599
search,8433,false
findmax,599
insert,599
findmax,599
search,6830,false
insert,601
search,9152,false
findmax,601
insert,602
search,7073,false
insert,605
findmin,3
search,6717,false
insert,605
search,909,false
insert,606
findmax,606
findmin,3
search,1658,false
findmin,3
insert,609
search,3120,false
findmax,609
insert,611
findmin,3
search,1040,false
findmax,611
insert,612
search,9939,false
findmin,3
findmax,612
findmin,3
insert,618
findmax,618
search,879,false
insert,621
search,424,true
findmin,3
insert,627
findmax,627
search,3,true
insert,630
findmin,3
search,9205,false
findmin,3
insert,639
search,7898,false
insert,643
search,8948,false
insert,645
search,8261,false
insert,651
search,4895,false
insert,653
search,2669,false
insert,659
findmin,3
search,2938,false
findmax,659
insert,659
search,8377,false
findmax,659
insert,660
findmin,3
search,781,false
findmax,660
insert,666
search,6184,false
insert,668
search,1404,false
insert,672
search,4637,false
insert,672
search,8529,false
insert,684
search,1572,false
insert,684
search,7746,false
findmin,3
insert,685
search,5180,false
findmax,685
findmax,685
findmin,3
insert,686
findmin,3
search,4958,false
insert,693
findmin,3
search,2218,false
insert,697
search,2855,false
insert,706
search,3933,false
findmax,706
insert,717
findmax,717
search,3394,false
insert,718
search,1642,false
insert,721
search,4732,false
findmin,3
insert,724
search,4557,false
insert,731
search,9502,false
insert,735
findmax,735
findmin,3
findmin,3
search,3093,false
insert,737
search,6566,false
insert,739
search,8161,false
insert,745
search,4216,false
insert,750
search,9293,false
findmax,750
insert,751
search,7937,false
insert,752
search,8461,false
insert,753
search,6719,false
insert,753
search,2079,false
findmin,3
insert,761
findmax,761
search,4634,false
findmin,3
insert,762
search,7094,false
insert,769
search,378,true
findmin,3
findmin,3
findmin,3
insert,771
search,611,true
insert,781
search,8755,false
findmin,3
findmin,3
insert,782
search,1480,false
insert,796
findmin,3
findmax,796
findmin,3
search,9977,false
findmin,3
findmax,796
insert,797
search,1297,false
findmax,797
insert,797
findmin,3
search,7270,false
findmin,3
insert,797
search,2847,false
insert,797
search,3345,false
insert,798
search,3214,false
insert,803
search,2376,false
insert,807
findmin,3
search,4825,false
insert,807
search,4105,false
insert,820
search,9292,false
findmin,3
findmax,820
insert,826
search,6738,false
insert,829
search,6765,false
insert,831
search,7344,false
findmax,831
insert,832
search,3056,false
insert,838
search,7159,false
findmin,3
findmax,838
insert,840
search,8939,false
insert,842
findmin,3
findmax,842
search,6606,false
findmax,842
insert,845
search,3673,false
insert,852
search,3918,false
findmin,3
insert,853
search,3489,false
insert,853
search,521,true
insert,853
search,8410,false
insert,860
search,8017,false
insert,860
findmin,3
search,3909,false
insert,861
findmin,3
search,8115,false
insert,864
search,4650,false
findmin,3
insert,865
search,9640,false
insert,866
search,7805,false
insert,866
search,8625,false
insert,869
search,4521,false
findmin,3
insert,870
search,8167,false
insert,872
findmax,872
search,7461,false
insert,877
search,7143,false
findmax,877
findmin,3
insert,878
findmax,878
search,6625,false
findmax,878
findmax,878
insert,879
search,9562,false
insert,885
search,7503,false
findmax,885
insert,885
search,8697,false
findmax,885
insert,886
search,1838,false
insert,887
search,8700,false
insert,888
findmax,888
findmin,3
search,1651,false
findmax,888
findmin,3
insert,889
findmax,889
findmax,889
findmin,3
search,2474,false
findmin,3
insert,890
search,977,false
findmin,3
insert,890
search,8759,false
insert,891
search,3365,false
insert,893
search,452,true
findmax,893
findmin,3
insert,893
search,1419,false
insert,893
findmin,3
search,5152,false
insert,895
findmax,895
search,4949,false
insert,898
findmin,3
findmin,3
findmin,3
search,2781,false
findmin,3
insert,906
search,1990,false
findmax,906
findmin,3
insert,907
search,1815,false
insert,909
findmin,3
search,417,true
insert,916
findmin,3
search,104,true
insert,916
findmax,916
findmin,3
search,3639,false
insert,917
findmax,917
search,3460,false
findmin,3
insert,927
search,6208,false
insert,932
findmin,3
search,3387,false
insert,936
search,1087,false
insert,939
search,7711,false
insert,939
search,9669,false
insert,941
findmax,941
search,1988,false
insert,944
search,1480,false
insert,945
search,6844,false
findmin,3
insert,949
search,8574,false
insert,953
search,7454,false
insert,955
findmax,955
findmax,955
search,2738,false
insert,958
search,3918,false
insert,965
search,5312,false
insert,972
search,5966,false
insert,977
search,9243,false
insert,977
search,1936,false
insert,981
search,7685,false
insert,983
findmax,983
findmax,983
search,7357,false
insert,985
findmax,985
search,424,true
insert,986
search,9622,false
findmax,986
insert,993
search,5968,false
findmin,3
insert,994
search,2910,false
findmax,994
findmax,994
insert,996
findmin,3
search,9944,false
insert,1010
findmin,3
findmin,3
search,4583,false
insert,1011
findmin,3
findmax,1011
findmin,3
findmax,1011
findmax,1011
search,2862,false
insert,1015
findmin,3
findmax,1015
findmax,1015
findmin,3
search,175,true
insert,1018
search,5954,false
insert,1020
search,9630,false
insert,1020
search,666,true
insert,1029
search,8305,false
insert,1029
search,4205,false
insert,1033
findmax,1033
search,4650,false
findmin,3
insert,1033
search,8824,false
insert,1035
search,5760,false
insert,1035
search,9207,false
findmax,1035
findmax,1035
findmax,1035
insert,1036
findmin,3
search,8351,false
insert,1036
search,2200,false
insert,1037
findmin,3
search,2643,false
findmax,1037
insert,1040
search,8882,false
insert,1045
findmin,3
search,8520,false
findmax,1045
insert,1049
search,8176,false
insert,1049
search,6738,false
insert,1058
findmin,3
search,5862,false
insert,1063
search,3940,false
insert,1069
findmin,3
findmax,1069
search,49,true
insert,1070
findmin,3
findmax,1070
search,2262,false
insert,1072
search,2192,false
insert,1073
search,8232,false
insert,1076
search,2370,false
